(or (or _F4_0 _F6_0 _F7_0 (xor (xor _F2_0 _F3_0) _F8_0))(or _F4_1 _F6_1 _F7_1 (xor (xor _F2_1 _F3_1) _F8_1))(or _F4_2 _F6_2 _F7_2 (xor (xor _F2_2 _F3_2) _F8_2))(or _F4_3 _F6_3 _F7_3 (xor (xor _F2_3 _F3_3) _F8_3)))
Signal;SetACCState_1;_F7_0
Signal;GetVehicleMass_1;(and (or _F8_2 _F4_3)(or _F6_0 _F3_1)(or _F2_0 _F7_0)(or _F2_0 _F2_2)(or _F7_2 _F6_0))
ECU;BodyControl_0;true
VirtualDevice;ECU;BodyControl_0;VirtualDevice;HumanMachineInterface_BodyControl_0;true
VirtualDevice;ECU;BodyControl_0;VirtualDevice;SituationManagement_BodyControl_0;true
ECU;BrakingControl_0;true
VirtualDevice;ECU;BrakingControl_0;VirtualDevice;SituationManagement_BrakingControl_0;true
ECU;EngineControl_0;true
VirtualDevice;ECU;EngineControl_0;VirtualDevice;SituationManagement_EngineControl_0;true
VirtualDevice;ECU;EngineControl_0;VirtualDevice;HumanMachineInterface_EngineControl_0;true
ECU;BodyControl_1;true
VirtualDevice;ECU;BodyControl_1;VirtualDevice;HumanMachineInterface_BodyControl_1;true
ECU;BrakingControl_1;true
VirtualDevice;ECU;BrakingControl_1;VirtualDevice;SituationManagement_BrakingControl_1;true
VirtualDevice;ECU;BrakingControl_1;VirtualDevice;HumanMachineInterface_BrakingControl_1;true
ECU;EngineControl_1;true
VirtualDevice;ECU;EngineControl_1;VirtualDevice;SituationManagement_EngineControl_1;true
VirtualDevice;ECU;EngineControl_1;VirtualDevice;HumanMachineInterface_EngineControl_1;true
Signal;TurnAccon_0;true
Signal;TurnAccoff_0;true
Signal;SetABSstate_0;true
Signal;SetACCSpeed_0;true
Signal;SetACCState_0;true
Signal;GetACCState_0;true
Signal;GetACCSpeed_0;true
Signal;GetUserSetPoint_0;true
Signal;GetExternalTemp_0;true
Signal;GetCurTemp_0;true
Signal;SetUserSetPoint_0;true
Signal;SetExternalTemp_0;true
Signal;Send2ControllerRollUp_0;true
Signal;Send2ControllerRollDown_0;true
Signal;SetACCDesiredSpeed_0;true
Signal;RollDownWin10cm_0;true
Signal;RollUpWinYcm_0;true
Signal;RollDownWinYcm_0;true
Signal;TurnHeaterOnOff_0;true
Signal;TurnAcOnOff_0;true
Signal;RaiseACTemp_0;true
Signal;LowerACTemp_0;true
Signal;RaiseHeaterTemp_0;true
Signal;LowerHeaterTemp_0;true
Signal;SetBlowerOff_0;true
Signal;SetBlower1_0;true
Signal;SetBlower2_0;true
Signal;SetBlower3_0;true
Signal;GetArmatureVoltage_0;true
Signal;GetSpeed_0;true
Signal;SetSpeed_0;true
Signal;GetFieldExcitationCurrent_0;true
Signal;GetMotorTorque_0;true
Signal;UpdateRotationSpeedOfAlternator_SyncGenerator_0;true
Signal;SetArmatureVoltage_0;true
Signal;TurnABSon_0;true
Signal;SetBrakePressure_0;true
Signal;GetABSstate_0;true
Signal;GetDesiredSlip_0;true
Signal;GetCurSlip_0;true
Signal;SetWheelAngularSpeed_0;true
Signal;GetWheelAngularSpeed_0;true
Signal;SetCurSlip_0;true
Signal;GetVehicleSpeed_0;true
Signal;SetFrictionCoeff_MuSlipCurve_0;true
Signal;SetDesiredSlip_0;true
Signal;SetVehicleSpeed_0;true
Signal;GetFrictionCoeff_MuSlipCurve_0;true
Signal;GetWeightOnWheel_0;true
Signal;GetVehicleMass_0;true
Signal;SetVehicleDeceleration_0;true
Signal;TurnAccon_1;true
Signal;TurnAccoff_1;true
Signal;SetABSstate_1;true
Signal;TurnABSoff_1;true
Signal;SetACCSpeed_1;true
Signal;GetACCState_1;true
Signal;GetACCSpeed_1;true
Signal;GetUserSetPoint_1;true
Signal;GetExternalTemp_1;true
Signal;GetCurTemp_1;true
Signal;SetUserSetPoint_1;true
Signal;SetExternalTemp_1;true
Signal;Send2ControllerRollUp_1;true
Signal;Send2ControllerRollDown_1;true
Signal;RollDownWin10cm_1;true
Signal;RollUpWinYcm_1;true
Signal;RollDownWinYcm_1;true
Signal;TurnHeaterOnOff_1;true
Signal;TurnAcOnOff_1;true
Signal;RaiseACTemp_1;true
Signal;LowerACTemp_1;true
Signal;RaiseHeaterTemp_1;true
Signal;LowerHeaterTemp_1;true
Signal;SetBlowerOff_1;true
Signal;SetBlower1_1;true
Signal;SetBlower3_1;true
Signal;GetArmatureVoltage_1;true
Signal;GetSpeed_1;true
Signal;SetSpeed_1;true
Signal;GetFieldExcitationCurrent_1;true
Signal;GetMotorTorque_1;true
Signal;UpdateRotationSpeedOfAlternator_SyncGenerator_1;true
Signal;SetArmatureVoltage_1;true
Signal;TurnABSon_1;true
Signal;GetABSstate_1;true
Signal;GetWheelTorque_1;true
Signal;GetDesiredSlip_1;true
Signal;GetCurSlip_1;true
Signal;SetWheelAngularSpeed_1;true
Signal;GetWheelAngularSpeed_1;true
Signal;SetCurSlip_1;true
Signal;GetVehicleSpeed_1;true
Signal;SetFrictionCoeff_MuSlipCurve_1;true
Signal;SetDesiredSlip_1;true
Signal;SetVehicleSpeed_1;true
Signal;GetFrictionCoeff_MuSlipCurve_1;true
Signal;GetWeightOnWheel_1;true
Signal;SetVehicleDeceleration_1;true
ExecFrame;De_ActivateACC_0;true
Provided;ExecFrame;De_ActivateACC_0;Signal;SetACCSpeed_0;true
Provided;ExecFrame;De_ActivateACC_0;Signal;SetACCState_0;true
Required;ExecFrame;De_ActivateACC_0;Signal;TurnAccon_0;true
Required;ExecFrame;De_ActivateACC_0;Signal;TurnABSoff_0;true
ExecFrame;De_ActivateABS_0;true
Provided;ExecFrame;De_ActivateABS_0;Signal;TurnABSoff_0;true
Provided;ExecFrame;De_ActivateABS_0;Signal;TurnABSon_0;true
Required;ExecFrame;De_ActivateABS_0;Signal;TurnAccoff_0;true
ExecFrame;DisplayACCState_0;true
Required;ExecFrame;DisplayACCState_0;Signal;GetACCState_0;true
ExecFrame;DisplaySetSpeed_0;true
ExecFrame;DispUserSetPointInCel_0;true
Required;ExecFrame;DispUserSetPointInCel_0;Signal;GetUserSetPoint_0;true
ExecFrame;DispExternalTempCel_0;true
Required;ExecFrame;DispExternalTempCel_0;Signal;GetExternalTemp_0;true
ExecFrame;DispCurCarTempCel_0;true
Required;ExecFrame;DispCurCarTempCel_0;Signal;GetCurTemp_0;true
ExecFrame;InputUserSetPointInCel_0;true
Provided;ExecFrame;InputUserSetPointInCel_0;Signal;SetUserSetPoint_0;true
ExecFrame;InputExternalTempInCel_0;true
ExecFrame;RollUp_0;true
ExecFrame;RollDown_0;true
Required;ExecFrame;RollDown_0;Signal;Send2ControllerRollDown_0;true
Provided;ExecFrame;ComputeDesiredSpeed_0;Signal;SetACCDesiredSpeed_0;true
Provided;ExecFrame;ComputeDesiredSpeed_0;Signal;SetSpeed_0;true
ExecFrame;DetectObstacle_0;true
Provided;ExecFrame;DetectObstacle_0;Signal;RollDownWin10cm_0;true
ExecFrame;ValidateRollUpCommand_0;true
Provided;ExecFrame;ValidateRollUpCommand_0;Signal;RollUpWinYcm_0;true
Provided;ExecFrame;ValidateRollDownCommand_0;Signal;RollDownWinYcm_0;true
Provided;ExecFrame;RegulateTemp_0;Signal;TurnHeaterOnOff_0;true
Provided;ExecFrame;RegulateTemp_0;Signal;TurnAcOnOff_0;true
Provided;ExecFrame;RegulateTemp_0;Signal;LowerACTemp_0;true
Provided;ExecFrame;RegulateTemp_0;Signal;RaiseHeaterTemp_0;true
Provided;ExecFrame;RegulateTemp_0;Signal;LowerHeaterTemp_0;true
Provided;ExecFrame;RegulateTemp_0;Signal;SetBlowerOff_0;true
Provided;ExecFrame;RegulateTemp_0;Signal;SetBlower1_0;true
Provided;ExecFrame;RegulateTemp_0;Signal;SetBlower2_0;true
Provided;ExecFrame;RegulateTemp_0;Signal;SetBlower3_0;true
ExecFrame;DepressAccelerator_0;true
Provided;ExecFrame;DepressAccelerator_0;Signal;SetSpeed_0;true
ExecFrame;ReleaseAccelerator_0;true
Required;ExecFrame;ReleaseAccelerator_0;Signal;GetArmatureVoltage_0;true
ExecFrame;DispCurSpeed_0;true
Required;ExecFrame;DispCurSpeed_0;Signal;GetSpeed_0;true
ExecFrame;ComputeArmatureVoltage_0;true
Provided;ExecFrame;ComputeArmatureVoltage_0;Signal;UpdateRotationSpeedOfAlternator_SyncGenerator_0;true
Provided;ExecFrame;ComputeArmatureVoltage_0;Signal;SetArmatureVoltage_0;true
Required;ExecFrame;ComputeArmatureVoltage_0;Signal;GetSpeed_0;true
Required;ExecFrame;ComputeArmatureVoltage_0;Signal;GetFieldExcitationCurrent_0;true
Required;ExecFrame;ComputeArmatureVoltage_0;Signal;GetMotorTorque_0;true
ExecFrame;Apply_Rel_ForceOnBrakes_0;true
Provided;ExecFrame;Apply_Rel_ForceOnBrakes_0;Signal;SetBrakePressure_0;true
Required;ExecFrame;Unnamed_0;Signal;GetABSstate_0;true
ExecFrame;CalcWheelAngularSpeed_0;true
Required;ExecFrame;CalcWheelAngularSpeed_0;Signal;GetDesiredSlip_0;true
Required;ExecFrame;CalcWheelAngularSpeed_0;Signal;GetWheelTorque_0;true
ExecFrame;CalcSlip_0;true
Provided;ExecFrame;CalcSlip_0;Signal;SetCurSlip_0;true
Provided;ExecFrame;CalcSlip_0;Signal;SetDesiredSlip_0;true
Provided;ExecFrame;CalcSlip_0;Signal;SetFrictionCoeff_MuSlipCurve_0;true
Required;ExecFrame;CalcSlip_0;Signal;GetWheelAngularSpeed_0;true
Required;ExecFrame;CalcSlip_0;Signal;GetVehicleSpeed_0;true
Provided;ExecFrame;CalcVehicleSpeed_0;Signal;SetVehicleSpeed_0;true
Provided;ExecFrame;CalcVehicleSpeed_0;Signal;SetVehicleDeceleration_0;true
Required;ExecFrame;CalcVehicleSpeed_0;Signal;GetFrictionCoeff_MuSlipCurve_0;true
Required;ExecFrame;CalcVehicleSpeed_0;Signal;GetWeightOnWheel_0;true
Required;ExecFrame;CalcVehicleSpeed_0;Signal;GetVehicleMass_0;true
ExecFrame;De_ActivateACC_1;true
Provided;ExecFrame;De_ActivateACC_1;Signal;SetACCSpeed_1;true
Provided;ExecFrame;De_ActivateACC_1;Signal;SetACCState_1;true
Required;ExecFrame;De_ActivateACC_1;Signal;TurnAccon_1;true
Required;ExecFrame;De_ActivateACC_1;Signal;TurnAccoff_1;true
Required;ExecFrame;De_ActivateACC_1;Signal;TurnABSoff_1;true
ExecFrame;De_ActivateABS_1;true
Provided;ExecFrame;De_ActivateABS_1;Signal;TurnABSoff_1;true
Provided;ExecFrame;De_ActivateABS_1;Signal;TurnABSon_1;true
Required;ExecFrame;De_ActivateABS_1;Signal;TurnAccoff_1;true
Required;ExecFrame;DisplayACCState_1;Signal;GetACCState_1;true
ExecFrame;DisplaySetSpeed_1;true
Required;ExecFrame;DisplaySetSpeed_1;Signal;GetACCSpeed_1;true
ExecFrame;DispUserSetPointInCel_1;true
Required;ExecFrame;DispUserSetPointInCel_1;Signal;GetUserSetPoint_1;true
ExecFrame;DispExternalTempCel_1;true
Required;ExecFrame;DispExternalTempCel_1;Signal;GetExternalTemp_1;true
ExecFrame;DispCurCarTempCel_1;true
Required;ExecFrame;DispCurCarTempCel_1;Signal;GetCurTemp_1;true
ExecFrame;InputUserSetPointInCel_1;true
ExecFrame;InputExternalTempInCel_1;true
Provided;ExecFrame;InputExternalTempInCel_1;Signal;SetExternalTemp_1;true
ExecFrame;RollUp_1;true
Required;ExecFrame;RollUp_1;Signal;Send2ControllerRollUp_1;true
ExecFrame;RollDown_1;true
Required;ExecFrame;RollDown_1;Signal;Send2ControllerRollDown_1;true
ExecFrame;ComputeDesiredSpeed_1;true
Provided;ExecFrame;ComputeDesiredSpeed_1;Signal;SetACCDesiredSpeed_1;true
Provided;ExecFrame;ComputeDesiredSpeed_1;Signal;SetSpeed_1;true
Provided;ExecFrame;DetectObstacle_1;Signal;RollDownWin10cm_1;true
ExecFrame;ValidateRollUpCommand_1;true
Provided;ExecFrame;ValidateRollUpCommand_1;Signal;RollUpWinYcm_1;true
ExecFrame;ValidateRollDownCommand_1;true
ExecFrame;RegulateTemp_1;true
Provided;ExecFrame;RegulateTemp_1;Signal;TurnHeaterOnOff_1;true
Provided;ExecFrame;RegulateTemp_1;Signal;TurnAcOnOff_1;true
Provided;ExecFrame;RegulateTemp_1;Signal;RaiseACTemp_1;true
Provided;ExecFrame;RegulateTemp_1;Signal;LowerACTemp_1;true
Provided;ExecFrame;RegulateTemp_1;Signal;RaiseHeaterTemp_1;true
Provided;ExecFrame;RegulateTemp_1;Signal;LowerHeaterTemp_1;true
Provided;ExecFrame;RegulateTemp_1;Signal;SetBlowerOff_1;true
Provided;ExecFrame;RegulateTemp_1;Signal;SetBlower1_1;true
Provided;ExecFrame;RegulateTemp_1;Signal;SetBlower2_1;true
Provided;ExecFrame;RegulateTemp_1;Signal;SetBlower3_1;true
ExecFrame;DepressAccelerator_1;true
Provided;ExecFrame;DepressAccelerator_1;Signal;SetSpeed_1;true
Required;ExecFrame;DepressAccelerator_1;Signal;GetArmatureVoltage_1;true
ExecFrame;ReleaseAccelerator_1;true
Provided;ExecFrame;ReleaseAccelerator_1;Signal;SetSpeed_1;true
Required;ExecFrame;ReleaseAccelerator_1;Signal;GetArmatureVoltage_1;true
Required;ExecFrame;DispCurSpeed_1;Signal;GetSpeed_1;true
ExecFrame;ComputeArmatureVoltage_1;true
Provided;ExecFrame;ComputeArmatureVoltage_1;Signal;UpdateRotationSpeedOfAlternator_SyncGenerator_1;true
Required;ExecFrame;ComputeArmatureVoltage_1;Signal;GetSpeed_1;true
Required;ExecFrame;ComputeArmatureVoltage_1;Signal;GetMotorTorque_1;true
ExecFrame;Apply_Rel_ForceOnBrakes_1;true
Provided;ExecFrame;Apply_Rel_ForceOnBrakes_1;Signal;SetBrakePressure_1;true
Required;ExecFrame;Apply_Rel_ForceOnBrakes_1;Signal;TurnABSon_1;true
Required;ExecFrame;Apply_Rel_ForceOnBrakes_1;Signal;TurnABSoff_1;true
ExecFrame;Unnamed_1;true
Required;ExecFrame;Unnamed_1;Signal;GetABSstate_1;true
ExecFrame;CalcWheelAngularSpeed_1;true
Provided;ExecFrame;CalcWheelAngularSpeed_1;Signal;SetWheelAngularSpeed_1;true
Required;ExecFrame;CalcWheelAngularSpeed_1;Signal;GetDesiredSlip_1;true
Required;ExecFrame;CalcWheelAngularSpeed_1;Signal;GetCurSlip_1;true
Required;ExecFrame;CalcWheelAngularSpeed_1;Signal;GetWheelTorque_1;true
ExecFrame;CalcSlip_1;true
Provided;ExecFrame;CalcSlip_1;Signal;SetCurSlip_1;true
Provided;ExecFrame;CalcSlip_1;Signal;SetDesiredSlip_1;true
Provided;ExecFrame;CalcSlip_1;Signal;SetFrictionCoeff_MuSlipCurve_1;true
Required;ExecFrame;CalcSlip_1;Signal;GetWheelAngularSpeed_1;true
ExecFrame;CalcVehicleSpeed_1;true
Provided;ExecFrame;CalcVehicleSpeed_1;Signal;SetVehicleSpeed_1;true
Provided;ExecFrame;CalcVehicleSpeed_1;Signal;SetVehicleDeceleration_1;true
Required;ExecFrame;CalcVehicleSpeed_1;Signal;GetFrictionCoeff_MuSlipCurve_1;true
Required;ExecFrame;CalcVehicleSpeed_1;Signal;GetWeightOnWheel_1;true
Required;ExecFrame;CalcVehicleSpeed_1;Signal;GetVehicleMass_1;true
VirtualDevice;HumanMachineInterface_BodyControl_0;true
Distributable;VirtualDevice;HumanMachineInterface_BodyControl_0;Distributable;Display_BodyControl_0;true
Distributable;VirtualDevice;HumanMachineInterface_BodyControl_0;Distributable;PowerWindowButton_0;true
VirtualDevice;SituationManagement_BrakingControl_0;true
Distributable;VirtualDevice;SituationManagement_BrakingControl_0;Distributable;ABSController_0;true
VirtualDevice;SituationManagement_BodyControl_0;true
Distributable;VirtualDevice;SituationManagement_BodyControl_0;Distributable;AdaptiveCruiseControl_0;true
Distributable;VirtualDevice;SituationManagement_BodyControl_0;Distributable;PowerWindowController_0;true
VirtualDevice;SituationManagement_EngineControl_0;true
Distributable;VirtualDevice;SituationManagement_EngineControl_0;Distributable;SpeedControl_0;true
VirtualDevice;HumanMachineInterface_EngineControl_0;true
Distributable;VirtualDevice;HumanMachineInterface_EngineControl_0;Distributable;Input_EngineControl_0;true
VirtualDevice;HumanMachineInterface_BrakingControl_0;true
Distributable;VirtualDevice;HumanMachineInterface_BrakingControl_0;Distributable;Display_BrakingControl_0;true
Distributable;VirtualDevice;HumanMachineInterface_BrakingControl_0;Distributable;BrakingPedalModule_0;true
VirtualDevice;HumanMachineInterface_BodyControl_1;true
Distributable;VirtualDevice;HumanMachineInterface_BodyControl_1;Distributable;Display_BodyControl_1;true
Distributable;VirtualDevice;HumanMachineInterface_BodyControl_1;Distributable;PowerWindowButton_1;true
VirtualDevice;SituationManagement_BrakingControl_1;true
Distributable;VirtualDevice;SituationManagement_BrakingControl_1;Distributable;ABSController_1;true
Distributable;VirtualDevice;SituationManagement_BodyControl_1;Distributable;AdaptiveCruiseControl_1;true
Distributable;VirtualDevice;SituationManagement_BodyControl_1;Distributable;PowerWindowController_1;true
Distributable;VirtualDevice;SituationManagement_BodyControl_1;Distributable;ClimateControl_1;true
VirtualDevice;SituationManagement_EngineControl_1;true
Distributable;VirtualDevice;SituationManagement_EngineControl_1;Distributable;SpeedControl_1;true
Distributable;VirtualDevice;HumanMachineInterface_EngineControl_1;Distributable;Input_EngineControl_1;true
VirtualDevice;HumanMachineInterface_BrakingControl_1;true
Distributable;VirtualDevice;HumanMachineInterface_BrakingControl_1;Distributable;Display_BrakingControl_1;true
Distributable;VirtualDevice;HumanMachineInterface_BrakingControl_1;Distributable;BrakingPedalModule_1;true
Distributable;Display_BodyControl_0;true
ExecFrame;Distributable;Display_BodyControl_0;ExecFrame;De_ActivateACC_0;true
ExecFrame;Distributable;Display_BodyControl_0;ExecFrame;DisplaySetSpeed_0;true
ExecFrame;Distributable;Display_BodyControl_0;ExecFrame;DispUserSetPointInCel_0;true
ExecFrame;Distributable;Display_BodyControl_0;ExecFrame;DispExternalTempCel_0;true
ExecFrame;Distributable;Display_BodyControl_0;ExecFrame;InputUserSetPointInCel_0;true
ExecFrame;Distributable;Display_BodyControl_0;ExecFrame;InputExternalTempInCel_0;true
Distributable;ABSController_0;true
ExecFrame;Distributable;ABSController_0;ExecFrame;De_ActivateABS_0;true
ExecFrame;Distributable;ABSController_0;ExecFrame;CalcSlip_0;true
ExecFrame;Distributable;ABSController_0;ExecFrame;CalcVehicleSpeed_0;true
Distributable;PowerWindowButton_0;true
ExecFrame;Distributable;PowerWindowButton_0;ExecFrame;RollUp_0;true
ExecFrame;Distributable;PowerWindowButton_0;ExecFrame;RollDown_0;true
Distributable;AdaptiveCruiseControl_0;true
ExecFrame;Distributable;AdaptiveCruiseControl_0;ExecFrame;ComputeDesiredSpeed_0;true
Distributable;PowerWindowController_0;true
ExecFrame;Distributable;PowerWindowController_0;ExecFrame;ValidateRollUpCommand_0;true
ExecFrame;Distributable;PowerWindowController_0;ExecFrame;ValidateRollDownCommand_0;true
Distributable;ClimateControl_0;true
ExecFrame;Distributable;ClimateControl_0;ExecFrame;RegulateTemp_0;true
Distributable;Display_EngineControl_0;true
ExecFrame;Distributable;Display_EngineControl_0;ExecFrame;DispCurSpeed_0;true
Distributable;Input_EngineControl_0;true
ExecFrame;Distributable;Input_EngineControl_0;ExecFrame;ReleaseAccelerator_0;true
Distributable;SpeedControl_0;true
ExecFrame;Distributable;SpeedControl_0;ExecFrame;ComputeArmatureVoltage_0;true
Distributable;Display_BrakingControl_0;true
ExecFrame;Distributable;Display_BrakingControl_0;ExecFrame;Unnamed_0;true
Distributable;BrakingPedalModule_0;true
ExecFrame;Distributable;BrakingPedalModule_0;ExecFrame;Apply_Rel_ForceOnBrakes_0;true
Distributable;Display_BodyControl_1;true
ExecFrame;Distributable;Display_BodyControl_1;ExecFrame;De_ActivateACC_1;true
ExecFrame;Distributable;Display_BodyControl_1;ExecFrame;DisplaySetSpeed_1;true
ExecFrame;Distributable;Display_BodyControl_1;ExecFrame;DisplayACCState_1;true
ExecFrame;Distributable;Display_BodyControl_1;ExecFrame;DispUserSetPointInCel_1;true
ExecFrame;Distributable;Display_BodyControl_1;ExecFrame;DispCurCarTempCel_1;true
ExecFrame;Distributable;Display_BodyControl_1;ExecFrame;InputUserSetPointInCel_1;true
ExecFrame;Distributable;Display_BodyControl_1;ExecFrame;InputExternalTempInCel_1;true
Distributable;ABSController_1;true
ExecFrame;Distributable;ABSController_1;ExecFrame;De_ActivateABS_1;true
ExecFrame;Distributable;ABSController_1;ExecFrame;CalcWheelAngularSpeed_1;true
ExecFrame;Distributable;ABSController_1;ExecFrame;CalcSlip_1;true
ExecFrame;Distributable;ABSController_1;ExecFrame;CalcVehicleSpeed_1;true
ExecFrame;Distributable;PowerWindowButton_1;ExecFrame;RollUp_1;true
ExecFrame;Distributable;PowerWindowButton_1;ExecFrame;RollDown_1;true
Distributable;AdaptiveCruiseControl_1;true
Distributable;PowerWindowController_1;true
ExecFrame;Distributable;PowerWindowController_1;ExecFrame;DetectObstacle_1;true
ExecFrame;Distributable;PowerWindowController_1;ExecFrame;ValidateRollDownCommand_1;true
Distributable;ClimateControl_1;true
ExecFrame;Distributable;ClimateControl_1;ExecFrame;RegulateTemp_1;true
Distributable;Display_EngineControl_1;true
ExecFrame;Distributable;Display_EngineControl_1;ExecFrame;DispCurSpeed_1;true
Distributable;Input_EngineControl_1;true
ExecFrame;Distributable;Input_EngineControl_1;ExecFrame;DepressAccelerator_1;true
ExecFrame;Distributable;Input_EngineControl_1;ExecFrame;ReleaseAccelerator_1;true
Distributable;SpeedControl_1;true
ExecFrame;Distributable;SpeedControl_1;ExecFrame;ComputeArmatureVoltage_1;true
Distributable;Display_BrakingControl_1;true
ExecFrame;Distributable;Display_BrakingControl_1;ExecFrame;Unnamed_1;true
Distributable;BrakingPedalModule_1;true
