ExecFrame;Distributable;PowerWindowButton;ExecFrame;RollDown;(_F4)
ExecFrame;Distributable;AdaptiveCruiseControl;ExecFrame;ComputeDesiredSpeed;(or _F2 _F3)
ExecFrame;Distributable;PowerWindowController;ExecFrame;DetectObstacle;(_F4)
ExecFrame;Distributable;PowerWindowController;ExecFrame;ValidateRollUpCommand;(_F4)
ExecFrame;Distributable;PowerWindowController;ExecFrame;ValidateRollDownCommand;(_F4)
ExecFrame;Distributable;ClimateControl;ExecFrame;RegulateTemp;(_F6)
ExecFrame;Distributable;SpeedControl;ExecFrame;ComputeArmatureVoltage;(_F7)
ExecFrame;Distributable;Input_EngineControl;ExecFrame;DepressAccelerator;(_F7)
ExecFrame;Distributable;Input_EngineControl;ExecFrame;ReleaseAccelerator;(_F7)
ExecFrame;Distributable;Display_EngineControl;ExecFrame;DispCurSpeed;(_F7)
ExecFrame;Distributable;ABSController;ExecFrame;De_ActivateABS;(or _F8 _F3)
ExecFrame;Distributable;ABSController;ExecFrame;CalcSlip;(or _F8 _F3)
ExecFrame;Distributable;ABSController;ExecFrame;CalcVehicleSpeed;(or _F8 _F3)
ExecFrame;Distributable;ABSController;ExecFrame;CalcWheelAngularSpeed;(or _F8 _F3)
ExecFrame;Distributable;Display_BrakingControl;ExecFrame;Unnamed;(or _F8 _F3)
ExecFrame;Distributable;BrakingPedalModule;ExecFrame;Apply_Rel_ForceOnBrakes;(or _F8 _F3)
Required;ExecFrame;De_ActivateACC;Signal;TurnAccon;(or _F2 _F3)
Required;ExecFrame;De_ActivateACC;Signal;TurnAccoff;(or _F2 _F3)
Required;ExecFrame;De_ActivateACC;Signal;TurnABSoff;(_F3)
Provided;ExecFrame;De_ActivateACC;Signal;SetACCSpeed;(or _F2 _F3)
Provided;ExecFrame;De_ActivateACC;Signal;SetACCState;(or _F2 _F3)
Required;ExecFrame;DisplayACCState;Signal;GetACCState;(or _F2 _F3)
Required;ExecFrame;DisplaySetSpeed;Signal;GetACCSpeed;(or _F2 _F3)
Required;ExecFrame;DispUserSetPointInCel;Signal;GetUserSetPoint;(_F6)
Required;ExecFrame;DispExternalTempCel;Signal;GetExternalTemp;(_F6)
Required;ExecFrame;DispCurCarTempCel;Signal;GetCurTemp;(_F6)
Provided;ExecFrame;InputUserSetPointInCel;Signal;SetUserSetPoint;(_F6)
Provided;ExecFrame;InputExternalTempInCel;Signal;SetExternalTemp;(_F6)
Required;ExecFrame;RollUp;Signal;Send2ControllerRollUp;(_F4)
Required;ExecFrame;RollDown;Signal;Send2ControllerRollDown;(_F4)
Provided;ExecFrame;ComputeDesiredSpeed;Signal;SetACCDesiredSpeed;(or _F2 _F3)
Provided;ExecFrame;ComputeDesiredSpeed;Signal;SetSpeed;(or _F2 _F3)
Provided;ExecFrame;DetectObstacle;Signal;RollDownWin10cm;(_F4)
Provided;ExecFrame;ValidateRollUpCommand;Signal;RollUpWinYcm;(_F4)
Provided;ExecFrame;ValidateRollDownCommand;Signal;RollDownWinYcm;(_F4)
Provided;ExecFrame;RegulateTemp;Signal;TurnHeaterOnOff;(_F6)
Provided;ExecFrame;RegulateTemp;Signal;TurnAcOnOff;(_F6)
Provided;ExecFrame;RegulateTemp;Signal;RaiseACTemp;(_F6)
Provided;ExecFrame;RegulateTemp;Signal;LowerACTemp;(_F6)
Provided;ExecFrame;RegulateTemp;Signal;RaiseHeaterTemp;(_F6)
Provided;ExecFrame;RegulateTemp;Signal;LowerHeaterTemp;(_F6)
Provided;ExecFrame;RegulateTemp;Signal;SetBlowerOff;(_F6)
Provided;ExecFrame;RegulateTemp;Signal;SetBlower1;(_F6)
Provided;ExecFrame;RegulateTemp;Signal;SetBlower2;(_F6)
Provided;ExecFrame;RegulateTemp;Signal;SetBlower3;(_F6)
Required;ExecFrame;ComputeArmatureVoltage;Signal;GetSpeed;(_F7)
Required;ExecFrame;ComputeArmatureVoltage;Signal;GetMotorTorque;(_F7)
Required;ExecFrame;ComputeArmatureVoltage;Signal;GetFieldExcitationCurrent;(_F7)
Provided;ExecFrame;ComputeArmatureVoltage;Signal;UpdateRotationSpeedOfAlternator_SyncGenerator;(_F7)
Provided;ExecFrame;ComputeArmatureVoltage;Signal;SetArmatureVoltage;(_F7)
Required;ExecFrame;DispCurSpeed;Signal;GetSpeed;(_F7)
Required;ExecFrame;DepressAccelerator;Signal;GetArmatureVoltage;(_F7)
Provided;ExecFrame;DepressAccelerator;Signal;SetSpeed;(_F7)
Required;ExecFrame;ReleaseAccelerator;Signal;GetArmatureVoltage;(_F7)
Provided;ExecFrame;ReleaseAccelerator;Signal;SetSpeed;(_F7)
Provided;ExecFrame;CalcSlip;Signal;SetCurSlip;(or _F8 _F3)
Provided;ExecFrame;CalcSlip;Signal;SetDesiredSlip;(or _F8 _F3)
Provided;ExecFrame;CalcSlip;Signal;SetFrictionCoeff_MuSlipCurve;(or _F8 _F3)
Required;ExecFrame;CalcSlip;Signal;GetWheelAngularSpeed;(or _F8 _F3)
Required;ExecFrame;CalcSlip;Signal;GetVehicleSpeed;(or _F8 _F3)
Provided;ExecFrame;CalcVehicleSpeed;Signal;SetVehicleDeceleration;(or _F8 _F3)
Provided;ExecFrame;CalcVehicleSpeed;Signal;SetVehicleSpeed;(or _F8 _F3)
Required;ExecFrame;CalcVehicleSpeed;Signal;GetFrictionCoeff_MuSlipCurve;(or _F8 _F3)
Required;ExecFrame;CalcVehicleSpeed;Signal;GetVehicleMass;(or _F8 _F3)
Required;ExecFrame;CalcVehicleSpeed;Signal;GetWeightOnWheel;(or _F8 _F3)
Required;ExecFrame;De_ActivateABS;Signal;TurnAccoff;(_F3)
Provided;ExecFrame;De_ActivateABS;Signal;SetABSstate;(or _F8 _F3)
Provided;ExecFrame;De_ActivateABS;Signal;TurnABSoff;(or _F8 _F3)
Provided;ExecFrame;De_ActivateABS;Signal;TurnABSon;(or _F8 _F3)
Provided;ExecFrame;CalcWheelAngularSpeed;Signal;SetWheelAngularSpeed;(or _F8 _F3)
Required;ExecFrame;CalcWheelAngularSpeed;Signal;GetDesiredSlip;(or _F8 _F3)
Required;ExecFrame;CalcWheelAngularSpeed;Signal;GetCurSlip;(or _F8 _F3)
Required;ExecFrame;CalcWheelAngularSpeed;Signal;GetWheelTorque;(or _F8 _F3)
Required;ExecFrame;Unnamed;Signal;GetABSstate;(or _F8 _F3)
Provided;ExecFrame;Apply_Rel_ForceOnBrakes;Signal;SetBrakePressure;(or _F8 _F3)
Required;ExecFrame;Apply_Rel_ForceOnBrakes;Signal;TurnABSon;(or _F8 _F3)
Required;ExecFrame;Apply_Rel_ForceOnBrakes;Signal;TurnABSoff;(or _F8 _F3)
